canto_coding_id,region,division,subregion,area_kingdom,culture,language,people,PC1,PC2,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
3844,South,India,C India/ Central Tribal Area,Chhattisgarh/ Madhya Pradesh/ Maharashtra/ Telangana,Kolam,Dravidian,Tribal,-1.245081254741650,3.0074444271794900,15.91,79.74,0.69,0.15,0.38,0.54,0.31,0.54,1.0,0.77,0.77,0.77,0.85,0.38,0.46,0.85,0.69,0.23,0.54,0.08,0.31,0.54,0.54,0.08,0.31,0.85,0.77,1.0,1.0,0.69,1.0,0.77,0.54,0.42,0.23,0.31,0.54,0.54,0.77
3845,South,India,C India/ Central Tribal Area,Chhattisgarh/ Madhya Pradesh/ Maharashtra/ Telangana,Kolam,Dravidian,Tribal,-1.8065284604531200,2.0165736892213500,15.91,79.74,0.69,0.77,0.38,0.54,0.54,0.54,1.0,0.54,0.31,0.77,0.85,0.23,0.85,0.69,0.69,0.92,0.77,1.0,0.31,0.54,0.54,0.08,0.54,0.85,0.77,0.69,0.69,0.69,1.0,0.77,1.0,0.42,0.23,0.31,0.54,0.54,0.54
3846,South,India,C India/ Central Tribal Area,Chhattisgarh/ Madhya Pradesh/ Maharashtra/ Telangana,Kolam,Dravidian,Tribal,0.4647022776643320,2.1724292366619600,15.91,79.74,0.62,0.92,0.38,0.77,0.31,0.31,1.0,0.31,0.77,0.54,0.85,0.38,0.46,0.85,0.69,0.23,0.77,0.08,0.31,0.54,0.54,0.08,0.54,0.69,0.42,0.69,1.0,0.38,0.54,0.54,0.54,0.54,0.62,0.31,0.54,0.77,0.31
3762,South,India,C India/ Central Tribal Area,Maharashtra/ Telangana,Andh,Indo-European,Non-Tribal,-0.23246224089813300,-2.3445934952578900,31.73,75.94,0.46,0.08,0.08,1.0,0.31,0.42,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.46,0.54,0.08,0.31,0.54,0.54,0.46,0.54,0.69,0.54,0.69,1.0,0.69,0.54,0.31,1.0,0.54,0.62,0.54,0.77,0.54,0.77
972,South,India,Dravidian Deccan,N E Sri Lanka/ Tamil Nadu,Tamil People,Dravidian,Tribal,2.403120918590440,1.7200484987139000,13.08,80.27,0.31,0.15,0.38,0.31,0.08,0.08,0.54,0.54,1.0,0.08,0.85,0.08,0.46,0.69,0.69,0.69,0.31,1.0,0.69,0.54,0.31,0.08,0.31,0.85,0.77,1.0,1.0,0.69,0.54,0.08,1.0,0.42,0.23,0.31,0.31,0.54,0.31
973,South,India,Dravidian Deccan,N E Sri Lanka/ Tamil Nadu,Tamil People,Dravidian,Tribal,1.4097609764146200,3.8501851679292500,13.08,80.27,0.62,0.62,0.38,0.42,0.54,0.54,1.0,0.54,1.0,0.08,0.46,0.23,0.46,0.69,0.69,0.23,0.31,0.08,0.08,0.77,0.31,0.08,0.31,0.85,0.77,1.0,1.0,0.69,0.54,0.08,1.0,0.42,0.35,0.31,0.31,0.54,0.31
9457,South,India,Dravidian Deccan,N E Sri Lanka/ Tamil Nadu,Tamil People,Dravidian,Tribal,4.0445810988537600,3.065430138687870,13.08,80.27,0.15,1.0,0.85,0.31,0.08,0.08,0.54,0.54,0.77,0.31,0.69,0.08,0.69,1.0,0.69,0.08,0.54,0.08,0.69,0.54,0.31,0.08,0.31,0.38,0.31,0.69,1.0,0.69,0.08,0.31,0.54,0.77,0.23,0.31,0.54,0.77,0.54
748,South,India,Dravidian Deccan,Tamil Nadu,Madras,Dravidian,Non-Tribal,3.920911317406520,4.701025433641790,13.08,80.27,0.15,0.62,0.54,0.31,0.08,0.08,1.0,1.0,1.0,0.31,0.85,0.08,0.85,0.69,0.69,0.08,0.08,0.08,0.08,0.77,0.31,0.08,0.08,0.85,0.77,1.0,1.0,0.38,0.08,0.31,1.0,0.42,0.23,0.31,0.31,0.54,0.08
759,South,India,Dravidian Deccan,Tamil Nadu,Madras,Dravidian,Non-Tribal,-1.443601651121970,3.4920976679666500,13.08,80.27,0.62,0.62,0.62,0.54,0.54,0.77,1.0,0.54,1.0,0.54,0.46,0.23,0.69,0.69,0.69,0.92,0.31,1.0,0.08,0.31,0.31,0.08,0.54,0.85,0.54,1.0,1.0,0.69,1.0,0.54,0.54,0.54,0.23,0.31,0.31,0.54,0.31
760,South,India,Dravidian Deccan,Tamil Nadu,Madras,Dravidian,Non-Tribal,4.762761875701180,2.8388158061707400,13.08,80.27,0.15,0.62,0.54,0.31,0.08,0.08,1.0,1.0,0.77,0.08,0.85,0.08,0.69,0.69,0.38,0.31,0.31,0.38,0.08,0.77,0.31,0.08,0.08,0.69,0.31,0.08,0.08,0.69,0.08,0.08,1.0,0.54,0.46,0.31,0.77,0.54,0.31
974,South,India,Dravidian Deccan,Tamil Nadu,Madras,Dravidian,Non-Tribal,3.9084382274370500,1.1574903022020600,13.08,80.27,0.54,0.62,0.46,0.77,0.77,0.31,0.54,1.0,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.08,0.08,0.08,0.69,0.77,0.31,0.08,0.08,0.08,0.31,0.08,1.0,0.38,0.08,0.08,1.0,0.77,0.35,0.08,0.54,0.77,0.31
8004,South,India,Dravidian Deccan,Tamil Nadu,Madras,Dravidian,Non-Tribal,2.235883387083980,1.9886972708931400,13.08,80.27,0.15,0.0,0.85,0.31,0.08,0.08,0.88,0.0,1.0,0.77,0.85,0.08,0.69,0.85,0.69,0.42,0.54,0.85,0.69,0.54,0.31,0.08,0.08,0.69,0.54,0.38,1.0,0.38,0.08,0.77,0.08,0.54,0.23,0.31,0.54,0.54,1.0
758,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Andhra Pradesh,Dravidian,Tribal,3.338836562152550,3.0368391610733800,15.91,79.74,0.15,0.62,0.62,0.31,0.08,0.08,1.0,1.0,1.0,0.08,0.46,0.08,0.46,0.69,0.69,0.77,0.54,1.0,0.08,0.31,0.31,0.08,0.08,0.69,0.31,0.69,0.69,0.08,0.08,0.08,1.0,0.54,0.46,0.08,0.31,0.54,0.31
3752,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Andhra Pradesh,Dravidian,Tribal,4.5039792809125200,2.5215480826869000,15.91,79.74,0.15,0.77,0.38,0.31,0.08,0.08,1.0,0.54,1.0,0.08,0.69,0.08,0.69,0.69,0.69,0.08,0.77,0.08,0.69,0.77,0.31,0.08,0.08,0.38,0.42,1.0,1.0,0.38,0.54,0.08,0.08,0.77,0.77,0.31,0.77,0.54,0.08
3753,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Andhra Pradesh,Dravidian,Tribal,3.412790674851610,1.3802322137611500,17.39,78.46,0.15,0.15,0.38,0.31,0.08,0.08,1.0,0.54,0.77,0.08,0.46,0.08,0.46,0.46,0.69,0.08,0.54,0.08,0.31,0.77,0.31,0.08,0.31,0.69,0.54,1.0,1.0,0.38,1.0,0.08,1.0,0.77,0.62,0.08,0.54,0.77,0.31
3814,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Koya,Dravidian,Tribal,-1.523237578818220,-2.101993899289430,16.87,80.92,0.46,0.08,0.08,0.77,0.54,0.54,0.08,0.08,0.08,0.54,0.46,0.38,0.08,0.08,0.69,0.46,0.88,0.62,0.69,0.77,0.54,0.08,0.77,0.85,0.54,0.69,1.0,0.69,1.0,0.54,1.0,0.77,0.46,0.31,0.31,0.54,0.77
3815,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Koya,Dravidian,Tribal,-0.9472265146037570,-2.3141235274703700,16.87,80.92,0.38,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.46,1.0,0.23,0.08,0.77,0.54,0.08,0.77,0.85,0.42,0.69,1.0,0.69,1.0,0.54,1.0,0.42,0.62,0.42,0.54,0.54,0.77
3816,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Koya,Dravidian,Tribal,-2.1093830529309300,-2.695971837738470,16.87,80.92,0.46,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.38,0.88,0.62,0.08,0.77,0.54,0.08,0.77,0.85,0.31,0.69,1.0,0.69,1.0,0.77,1.0,0.42,0.62,0.54,0.77,0.54,0.77
3817,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Koya,Dravidian,Tribal,0.3497698573419020,-1.7643894921387500,16.87,80.92,0.38,0.08,0.08,0.54,0.54,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.23,0.88,0.08,0.69,0.54,0.54,0.08,0.77,0.85,0.77,0.69,1.0,0.38,0.54,0.54,0.54,0.77,0.62,0.31,0.31,0.54,0.42
3790,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,-1.0151723898069500,-1.3173964756402600,21.77,84.36,0.46,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.38,0.77,0.38,0.31,0.77,1.0,0.08,0.0,0.85,0.77,1.0,1.0,0.38,0.54,0.54,1.0,0.77,0.62,0.0,0.0,0.54,0.77
3791,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,-1.3418715733879800,-2.975333076896840,21.77,84.36,0.46,0.08,0.08,1.0,0.0,0.54,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.77,0.77,0.46,0.77,0.69,0.77,0.69,1.0,0.69,1.0,0.31,1.0,0.77,0.62,0.54,0.42,0.77,0.31
3792,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,-0.3229885197610880,-2.443253247869920,21.77,84.36,0.54,0.08,0.08,0.65,0.31,0.54,0.08,0.08,0.08,0.77,0.85,0.38,0.08,0.08,0.69,0.69,0.65,0.85,0.08,0.54,0.31,0.46,0.54,0.69,0.42,0.38,1.0,0.38,0.54,0.08,1.0,0.77,0.54,0.42,0.54,0.54,0.54
3793,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,-1.648632020354510,-3.6195050437874200,18.56,82.97,0.38,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.31,0.85,0.31,0.08,0.08,0.69,0.92,0.88,0.85,0.69,0.77,1.0,0.08,0.54,0.85,0.31,0.69,1.0,0.38,0.54,0.31,1.0,0.77,0.77,0.77,0.77,0.77,0.54
3794,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,-1.3203543480231600,-3.4206071292358900,18.56,82.97,0.38,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.92,0.77,0.85,0.85,0.54,0.54,0.08,0.77,0.85,0.31,0.69,1.0,0.69,1.0,0.54,0.54,0.54,0.62,0.77,0.77,0.77,0.54
3795,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,-1.5866410710371900,-2.6194031718405800,18.56,82.97,0.38,0.08,0.08,1.0,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.31,0.08,0.08,0.69,0.85,0.77,1.0,0.08,1.0,0.54,0.46,0.54,0.85,0.77,0.69,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.31,0.42,0.77,0.54
3796,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,-2.6431027644179100,0.7507757726681420,18.56,82.97,0.38,0.15,0.38,1.0,0.77,0.54,0.54,0.54,0.77,0.54,0.46,0.23,0.46,0.69,0.69,0.46,0.77,0.62,0.31,0.54,0.54,0.46,0.54,0.85,0.54,1.0,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.54,0.54,0.77,0.54
3842,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,-2.570411554563740,-2.909926707623120,21.77,84.36,0.5,0.08,0.08,1.0,0.77,0.31,0.08,0.08,0.08,0.77,0.92,0.23,0.08,0.08,0.69,0.77,0.54,1.0,0.31,0.54,0.77,0.46,0.54,0.69,0.77,0.69,1.0,0.38,1.0,0.77,1.0,1.0,0.62,0.42,0.54,0.77,0.31
4012,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,-2.891785648477910,0.21567013866274000,20.29,85.82,0.5,0.62,0.38,1.0,0.31,0.31,0.54,0.31,0.54,0.77,0.46,0.38,1.0,0.23,0.69,0.65,0.77,1.0,0.69,0.77,0.77,0.23,1.0,0.69,0.77,0.69,0.69,1.0,1.0,0.77,1.0,0.77,0.62,0.31,0.77,0.42,0.54
4013,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Gadaba,Dravidian,Tribal,-0.6145106422457540,-1.7656641036712600,20.29,85.82,0.77,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.31,0.69,0.38,0.08,0.08,0.69,0.77,0.31,0.85,0.08,0.54,0.31,0.08,0.31,0.69,0.77,0.69,1.0,0.69,1.0,0.31,1.0,0.54,0.62,0.31,0.77,0.42,0.77
4001,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,1.2925419442925700,-2.6686004605569900,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.85,0.77,0.62,0.08,0.54,0.77,0.08,0.77,0.69,0.42,0.69,1.0,0.69,1.0,0.54,1.0,0.77,0.35,0.08,0.08,0.42,0.08
4002,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,0.7115894580119580,-2.9400829547935000,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.85,0.77,0.85,0.31,0.54,0.54,0.08,0.77,0.69,0.77,0.69,1.0,1.0,1.0,0.54,1.0,0.54,0.62,0.08,0.42,0.54,0.42
4003,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,-1.9681291277147300,-3.2468871754341500,19.15,84.22,0.38,0.08,0.08,0.77,0.31,0.54,0.08,0.08,0.08,0.54,0.69,0.23,0.08,0.08,0.69,0.92,0.88,0.85,0.08,0.31,0.31,0.08,0.77,0.85,0.31,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.62,0.54,0.77,0.77,0.77
4004,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,1.3697287028471000,1.092365556714810,19.15,84.22,0.15,0.62,0.54,0.31,0.08,0.08,0.88,0.31,0.77,0.31,0.46,0.08,0.46,0.69,0.69,0.69,0.88,0.08,0.08,0.31,0.54,0.08,0.77,0.85,0.31,0.69,1.0,0.69,1.0,0.31,1.0,0.54,0.46,0.08,0.31,0.54,0.77
4005,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,1.1911227476649800,-1.744698133854290,19.15,84.22,0.15,0.15,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.46,0.08,0.23,0.08,0.69,0.62,0.77,0.85,0.08,0.31,0.54,0.08,0.77,0.69,0.77,0.69,1.0,1.0,1.0,0.31,1.0,0.77,0.23,0.08,0.08,0.54,0.77
4006,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,0.5958692624307570,-2.6952576977686900,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.77,0.54,0.85,0.31,0.31,0.19,0.08,1.0,0.85,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.77,0.46,0.31,0.31,0.31,0.31
4007,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,0.6287893919323340,-2.862319418673810,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.69,0.77,0.85,0.08,0.54,0.54,0.08,0.77,0.69,0.77,0.69,1.0,1.0,1.0,0.54,1.0,0.77,0.46,0.31,0.54,0.42,0.31
4008,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,0.9102915682007930,-3.0763385873292900,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.85,0.08,0.08,0.08,0.69,0.69,0.77,0.85,0.08,0.31,0.31,0.08,0.54,0.69,0.31,0.69,1.0,0.69,1.0,0.77,1.0,0.54,0.46,0.08,0.42,0.77,0.77
4009,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,0.7715689088880700,-1.481977330467340,19.15,84.22,0.15,0.77,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.46,0.08,0.46,0.08,0.69,0.69,0.88,0.73,0.08,0.54,0.54,0.08,0.77,0.69,0.31,1.0,1.0,0.69,1.0,0.54,1.0,0.54,0.23,0.31,0.54,0.54,0.77
4010,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,0.985863107611925,-3.5288946339615700,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.85,0.92,0.77,0.85,0.69,0.54,1.0,0.08,0.77,0.69,0.42,0.69,1.0,0.69,1.0,0.31,1.0,0.77,0.46,0.08,0.42,0.54,0.54
9889,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,-4.465720505105300,1.9966779923189400,19.58,84.68,0.46,0.62,0.54,0.88,0.77,0.54,0.88,1.0,0.31,0.54,0.85,1.0,0.23,1.0,0.69,0.85,0.77,1.0,0.08,0.31,0.77,1.0,0.54,0.85,0.42,0.69,0.08,0.69,1.0,0.54,0.08,0.54,0.35,0.54,0.77,0.54,0.31
9890,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,1.9927162131972000,-0.8356742494535800,19.58,84.68,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.85,0.08,0.85,0.08,0.0,0.85,0.77,0.73,0.08,0.54,0.54,0.08,0.77,0.85,0.54,0.69,0.69,0.0,0.54,0.54,1.0,0.54,0.46,0.31,0.54,0.31,0.31
9891,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,-1.0496139446933900,4.558779025355040,19.58,84.68,0.92,0.92,0.85,0.77,0.54,0.54,1.0,0.54,1.0,0.54,0.46,0.23,0.46,0.85,0.69,0.23,0.77,0.08,0.31,0.54,0.54,0.08,0.54,0.85,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.54,0.31,0.31,0.31
3812,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Konda-Dora,Dravidian,Tribal,2.3215499353919100,1.5218860879567800,18.56,82.97,0.15,0.92,0.54,0.31,0.08,0.08,0.77,0.54,0.77,0.31,0.85,0.08,0.46,0.46,0.69,0.54,0.54,0.85,0.08,0.77,0.31,0.08,0.31,0.85,0.54,0.69,0.38,0.69,1.0,0.31,1.0,0.54,0.23,0.31,0.54,0.77,0.54
3813,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Konda-Dora,Dravidian,Tribal,-1.4732344679562300,-2.189959468705240,18.56,82.97,0.46,0.08,0.08,1.0,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.23,0.77,0.08,0.08,0.54,0.54,0.46,0.54,0.69,0.42,0.69,1.0,0.69,1.0,0.54,1.0,0.42,0.62,0.54,0.54,0.77,0.54
9892,South,India,E C India/ E Central Tribal Area,Odisha,Bonda,Austroasiatic,Tribal,-1.4672599359084400,-0.9816567074129020,18.55,82.73,0.35,0.15,0.15,0.77,0.54,0.77,0.31,0.08,0.08,0.77,0.46,0.23,0.23,0.08,0.69,0.85,0.54,1.0,0.08,0.31,0.31,0.08,0.77,0.85,0.54,0.69,0.08,0.38,0.54,0.77,1.0,0.77,0.23,0.31,0.08,0.31,0.54
9893,South,India,E C India/ E Central Tribal Area,Odisha,Bonda,Austroasiatic,Tribal,-2.1741739239573400,-1.572739999651790,18.55,82.73,0.38,0.15,0.15,0.77,0.54,0.77,0.31,0.08,0.08,0.54,0.46,0.23,0.23,0.08,0.69,0.77,0.42,0.85,0.08,0.31,0.77,0.08,1.0,0.85,0.54,1.0,0.08,0.69,0.54,0.54,1.0,0.54,0.35,0.54,0.54,0.54,0.54
9894,South,India,E C India/ E Central Tribal Area,Odisha,Bonda,Austroasiatic,Tribal,-1.2226363032910900,-1.8823576675074600,18.55,82.73,0.5,0.62,0.15,0.77,0.54,0.54,0.31,0.08,0.08,0.31,0.85,0.23,0.23,0.08,0.69,0.85,0.54,1.0,0.08,0.31,0.77,0.27,0.88,0.69,0.54,0.69,1.0,0.38,0.54,0.31,1.0,0.54,0.62,0.54,0.54,0.54,0.54
4101,South,India,E C India/ E Central Tribal Area,Odisha,Jhodia,Indo-European,Tribal,-1.7382462274039100,0.9516507938756470,28.02,76.78,0.38,0.15,0.38,0.77,0.54,0.77,0.54,0.31,0.77,0.54,0.46,0.23,0.35,0.69,0.85,0.69,0.88,0.08,0.31,1.0,0.54,0.08,0.54,0.85,0.77,0.69,1.0,0.69,1.0,0.54,1.0,0.77,0.46,0.31,0.54,0.31,0.77
4091,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,3.5501914071965000,-2.506948136500130,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,1.0,0.08,0.08,0.08,0.85,0.77,0.54,0.85,0.08,0.54,0.31,0.08,0.08,0.23,0.77,0.08,1.0,0.38,0.54,0.31,0.54,0.42,0.77,0.42,0.54,0.42,0.31
4092,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,3.5461852141159300,-2.973259410799800,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,0.85,0.08,0.08,0.08,0.69,0.38,0.77,0.38,0.08,0.77,0.54,0.08,0.54,0.38,0.31,0.38,1.0,0.69,0.54,0.08,1.0,0.77,0.62,0.42,0.54,0.54,0.31
4093,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,2.326218330921280,-2.7569973863552700,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.69,0.08,0.08,0.08,0.69,0.54,0.77,0.85,0.31,0.54,0.31,0.08,0.54,0.69,0.31,0.69,1.0,0.69,0.54,0.31,1.0,0.54,0.62,0.42,0.42,0.54,0.31
4094,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,1.0643013807644800,-2.670613539064410,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.69,0.92,0.88,0.85,0.08,0.31,0.54,0.08,0.54,0.69,0.54,0.69,1.0,0.69,1.0,0.31,1.0,0.54,0.23,0.31,0.54,0.54,0.77
4095,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,2.3535985573722500,-2.422513188155680,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.92,0.08,0.08,0.08,0.69,0.62,0.77,0.85,0.31,0.54,0.31,0.08,0.54,0.85,0.54,0.69,1.0,0.69,0.54,0.31,1.0,0.54,0.23,0.31,0.77,0.54,0.31
4096,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,1.2181435069842300,-3.364352857050230,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.77,0.88,0.85,0.31,0.77,0.54,0.08,0.54,0.69,0.31,0.69,1.0,0.69,0.54,0.54,1.0,0.54,0.62,0.54,0.77,0.54,0.31
4097,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,1.6143998476260300,-2.8103056511459100,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.54,0.77,0.85,0.08,0.54,0.31,0.08,0.31,0.69,0.54,0.69,1.0,0.69,1.0,0.54,1.0,0.77,0.62,0.31,0.54,0.54,0.31
4098,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,1.1530273251934100,-3.0843394029450400,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.69,0.46,0.77,0.62,0.31,0.54,0.54,0.08,0.77,0.69,0.54,0.69,1.0,1.0,1.0,0.31,1.0,0.77,0.62,0.54,0.77,0.54,0.31
4099,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,2.732975979888970,-0.5114844178588780,20.95,85.09,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,1.0,0.08,1.0,0.08,0.69,0.54,0.77,0.85,0.31,0.31,0.31,0.08,0.77,0.85,0.54,0.69,1.0,0.69,0.54,0.31,1.0,0.42,0.08,0.08,0.31,0.54,0.77
4100,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,2.034997304166810,-2.553148244050670,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.69,0.77,0.77,0.85,0.31,0.54,0.54,0.08,0.54,0.38,0.42,0.69,1.0,0.69,1.0,0.31,1.0,0.77,0.23,0.31,0.31,0.54,0.31
9885,South,India,E C India/ E Central Tribal Area,Odisha,Paroja,Indo-European,Tribal,-2.7460233937761000,3.4433672480841900,18.85,82.73,0.38,0.23,1.0,0.77,0.54,0.77,0.54,1.0,1.0,0.77,0.46,0.23,0.35,0.85,0.85,0.85,0.54,1.0,0.31,0.54,0.31,0.08,0.54,0.85,0.77,1.0,1.0,0.69,0.54,0.77,1.0,0.42,0.35,0.31,0.31,0.31,0.54
9886,South,India,E C India/ E Central Tribal Area,Odisha,Paroja,Indo-European,Tribal,-2.993463723850280,3.8012319609247300,18.85,82.73,0.92,0.23,1.0,0.77,0.54,1.0,1.0,0.54,1.0,0.54,0.35,0.23,0.35,0.85,0.0,0.62,0.77,0.85,0.08,0.77,0.54,0.08,0.77,0.85,0.77,1.0,1.0,0.38,0.54,0.54,1.0,0.77,0.23,0.31,0.54,0.31,0.77
